numero_cliente;regional;safra_inicio_obras;nps_vistoria;faixa_renda;idade;filhos;sexo;estado_civil;escolaridade;meses_para_entrega;status_assistencia;acionamentos_assistencia;nps_6m;nps_6m_target
2106;SP;2022-1S;Neutro;FAIXA 2;27;1;1;Solteiro(a);Superior Completo;36;Não Solicitou;0;Detrator;0
2107;SP;2022-1S;Neutro;FAIXA 1;43;0;0;Solteiro(a);Médio Completo;36;Não Solicitou;0;Neutro;1
2108;SP;2022-1S;Promotor;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;36;Improcedente;0;Promotor;2
2109;SP;2022-1S;Promotor;FAIXA 1;48;1;1;Solteiro(a);Médio Completo;36;AMBOS TIPOS;1;Promotor;2
2110;SP;2022-1S;Promotor;FAIXA 2;28;0;0;Solteiro(a);Médio Completo;36;AMBOS TIPOS;1;Detrator;0
2111;SP;2022-1S;Neutro;FAIXA 2;34;1;1;Solteiro(a);Médio Completo;36;Não Solicitou;0;Detrator;0
2112;SP;2022-1S;Neutro;FAIXA 2;27;0;0;Solteiro(a);Médio Completo;36;Improcedente;0;Neutro;1
2113;SP;2022-1S;Promotor;FAIXA 3;29;0;0;Casado(a);Médio Completo;36;Não Solicitou;0;Detrator;0
2114;SP;2022-1S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;36;Procedente;2;Promotor;2
2115;SP;2022-1S;Promotor;FAIXA 1;51;0;0;Solteiro(a);Médio Completo;36;Não Solicitou;0;Promotor;2
2116;SP;2022-1S;Detrator;FAIXA 1;47;1;1;Casado(a);Médio Completo;36;Não Solicitou;0;Detrator;0
2117;SP;2022-1S;Promotor;FAIXA 1;28;0;0;Casado(a);Médio Completo;36;Não Solicitou;0;Detrator;0
2118;SP;2022-1S;Promotor;FAIXA 1;32;1;1;Solteiro(a);Médio Completo;36;Não Solicitou;0;Neutro;1
2119;SP;2022-1S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;36;Não Solicitou;0;Detrator;0
2120;SP;2022-1S;Promotor;FAIXA 1;26;0;0;Casado(a);Médio Completo;36;Improcedente;0;Detrator;0
2121;SP;2022-1S;Promotor;FAIXA 2;32;0;0;Solteiro(a);Médio Completo;36;Não Solicitou;0;Detrator;0
2122;SP;2022-1S;Promotor;FAIXA 2;45;1;1;Divorciado(a);Médio Completo;36;Improcedente;0;Promotor;2
2123;SP;2022-1S;Promotor;FAIXA 2;45;0;0;Solteiro(a);Médio Completo;36;Não Solicitou;0;Detrator;0
2124;SP;2022-1S;Promotor;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;36;Não Solicitou;0;Neutro;1
2125;SP;2022-1S;Promotor;FAIXA 2;42;1;1;Casado(a);Médio Completo;36;Não Solicitou;0;Detrator;0
2126;SP;2022-1S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;36;Improcedente;0;Detrator;0
2127;CE;2023-1S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;24;Procedente;2;Detrator;0
2128;SP;2022-1S;Promotor;FAIXA 1;36;1;1;Casado(a);Médio Completo;36;Não Solicitou;0;Detrator;0
2129;CE;2023-1S;Promotor;FAIXA 2;56;0;0;Solteiro(a);Superior Incompleto;24;Procedente;1;Neutro;1
2130;CE;2023-1S;Promotor;FAIXA 2;31;1;1;Solteiro(a);Médio Completo;24;Procedente;3;Detrator;0
2131;CE;2023-1S;Neutro;FAIXA 1;23;1;1;Solteiro(a);Médio Completo;24;Procedente;3;Detrator;0
2132;CE;2023-1S;Promotor;FAIXA 1;54;0;0;Divorciado(a);Médio Completo;24;Procedente;10;Promotor;2
2133;CE;2023-1S;Promotor;FAIXA 1;37;0;0;Solteiro(a);Médio Completo;24;Procedente;1;Detrator;0
2134;CE;2023-1S;Promotor;FAIXA 1;48;1;1;Solteiro(a);Médio Completo;24;Procedente;1;Neutro;1
2135;CE;2023-1S;Promotor;FAIXA 1;33;1;1;Solteiro(a);Médio Completo;24;AMBOS TIPOS;7;Promotor;2
2136;CE;2023-1S;Promotor;FAIXA 1;39;1;1;Casado(a);Médio Completo;24;AMBOS TIPOS;1;Promotor;2
2137;CE;2023-1S;Detrator;FAIXA 1;30;0;0;Solteiro(a);Superior Completo;24;Procedente;5;Detrator;0
2138;SP;2022-1S;Detrator;FAIXA 2;31;1;1;Solteiro(a);Médio Completo;36;Não Solicitou;0;Detrator;0
2139;CE;2023-1S;Neutro;FAIXA 1;50;2;2;Solteiro(a);Superior Completo;24;Procedente;1;Detrator;0
2140;CE;2023-1S;Promotor;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;24;AMBOS TIPOS;6;Promotor;2
2141;CE;2023-1S;Promotor;FAIXA 1;37;0;0;Solteiro(a);Médio Completo;24;AMBOS TIPOS;5;Detrator;0
2142;CE;2023-1S;Neutro;FAIXA 1;52;0;0;Solteiro(a);Médio Completo;24;Procedente;3;Detrator;0
2143;CE;2023-1S;Neutro;FAIXA 2;49;1;1;Solteiro(a);Médio Completo;24;Não Solicitou;1;Detrator;0
2144;CE;2023-1S;Detrator;FAIXA 2;35;0;0;Solteiro(a);Médio Completo;24;Procedente;3;Detrator;0
2145;CE;2023-1S;Neutro;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;24;Procedente;1;Detrator;0
2146;CE;2023-1S;Promotor;FAIXA 3;33;0;0;Solteiro(a);Médio Completo;24;Não Solicitou;0;Detrator;0
2147;CE;2023-1S;Promotor;FAIXA 2;55;0;0;Solteiro(a);Médio Completo;24;Procedente;1;Promotor;2
2148;CE;2023-1S;Promotor;FAIXA 1;44;0;0;Divorciado(a);Médio Completo;24;AMBOS TIPOS;1;Detrator;0
2149;CE;2023-1S;Detrator;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;24;AMBOS TIPOS;3;Detrator;0
2150;SP;2021-2S;Promotor;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;40;Não Solicitou;0;Promotor;2
2151;SP;2022-1S;Promotor;FAIXA 1;37;0;0;Solteiro(a);Médio Completo;36;Procedente;1;Detrator;0
2152;SP;2022-1S;Promotor;FAIXA 1;42;0;0;Solteiro(a);Médio Completo;36;Não Solicitou;0;Neutro;1
2153;SP;2022-2S;Promotor;FAIXA 1;49;0;0;Solteiro(a);Fundamental Completo;30;Procedente;4;Neutro;1
2154;SP;2022-1S;Detrator;FAIXA 1;44;0;0;Solteiro(a);Médio Completo;36;Não Solicitou;0;Detrator;0
2155;CE;2023-1S;Detrator;FAIXA 2;46;1;1;Divorciado(a);Médio Completo;24;Procedente;15;Detrator;0
2156;CE;2023-1S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;24;Procedente;6;Neutro;1
2157;CE;2023-2S;Promotor;FAIXA 1;48;1;1;Solteiro(a);Médio Completo;20;Procedente;7;Promotor;2
2158;CE;2023-2S;Promotor;FAIXA 1;40;1;1;Solteiro(a);Médio Completo;20;Procedente;2;Promotor;2
2159;CE;2023-2S;Promotor;FAIXA 1;44;2;2;Solteiro(a);Médio Completo;20;Não Solicitou;0;Promotor;2
2160;SP;2021-2S;Promotor;FAIXA 1;40;2;2;Solteiro(a);Superior Completo;33;Não Solicitou;0;Detrator;0
2161;SP;2022-1S;Promotor;FAIXA 1;35;1;1;Solteiro(a);Médio Completo;36;Não Solicitou;0;Promotor;2
2162;SP;2021-2S;Detrator;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;40;Procedente;1;Detrator;0
2163;BA;2022-2S;Detrator;FAIXA 2;31;0;0;Solteiro(a);Superior Completo;28;AMBOS TIPOS;2;Detrator;0
2164;SP;2022-1S;Detrator;FAIXA 1;50;0;0;Divorciado(a);Médio Completo;36;Não Solicitou;0;Detrator;0
2165;CE;2023-1S;Detrator;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;24;Não Solicitou;2;Detrator;0
2166;CE;2023-1S;Neutro;FAIXA 1;45;1;1;Solteiro(a);Médio Completo;24;Procedente;5;Neutro;1
2167;RS;2023-1S;Promotor;FAIXA 1;34;1;1;Solteiro(a);Médio Completo;22;Não Solicitou;0;Promotor;2
2168;BA;2022-2S;Detrator;FAIXA 4;40;0;0;Solteiro(a);Superior Completo;28;Não Solicitou;2;Detrator;0
2169;CE;2023-2S;Detrator;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;20;Procedente;6;Detrator;0
2170;BA;2022-2S;Detrator;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;28;Procedente;1;Neutro;1
2171;CE;2023-2S;Detrator;FAIXA 1;38;0;0;Solteiro(a);Médio Completo;20;Não Solicitou;0;Detrator;0
2172;CE;2023-2S;Detrator;FAIXA 1;37;1;1;Solteiro(a);Médio Completo;20;Não Solicitou;1;Detrator;0
2173;SP;2021-2S;Promotor;FAIXA 1;35;0;0;Solteiro(a);Superior Completo;29;Procedente;1;Promotor;2
2174;BA;2022-2S;Neutro;FAIXA 2;49;0;0;Solteiro(a);Superior Incompleto;28;AMBOS TIPOS;2;Detrator;0
2175;GO;2023-1S;Promotor;FAIXA 1;26;2;2;Solteiro(a);Médio Completo;15;Não Solicitou;1;Promotor;2
2176;BA;2022-1S;Promotor;FAIXA 1;53;0;0;Solteiro(a);Médio Completo;28;Procedente;1;Promotor;2
2177;RS;2023-2S;Promotor;FAIXA 2;52;0;0;Solteiro(a);Médio Completo;17;Improcedente;0;Neutro;1
2178;RS;2023-2S;Promotor;FAIXA 1;22;0;0;Solteiro(a);Médio Completo;17;Não Solicitou;0;Promotor;2
2179;RS;2023-2S;Detrator;FAIXA 2;28;0;0;Solteiro(a);Médio Completo;17;Não Solicitou;0;Detrator;0
2180;RS;2023-2S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;17;AMBOS TIPOS;3;Promotor;2
2181;RS;2023-2S;Promotor;FAIXA 1;34;0;0;Casado(a);Médio Completo;17;Não Solicitou;0;Promotor;2
2182;RS;2023-2S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Superior Completo;17;Não Solicitou;0;Detrator;0
2183;RS;2023-2S;Promotor;FAIXA 1;31;0;0;Solteiro(a);Superior Incompleto;17;Procedente;3;Promotor;2
2184;RS;2023-2S;Promotor;FAIXA 1;29;1;1;Solteiro(a);Médio Completo;17;Improcedente;0;Detrator;0
2185;RS;2023-2S;Neutro;FAIXA 1;33;0;0;Solteiro(a);Médio Completo;17;Não Solicitou;0;Detrator;0
2186;RS;2023-2S;Neutro;FAIXA 1;49;1;1;Solteiro(a);Médio Completo;17;Não Solicitou;0;Detrator;0
2187;RS;2023-2S;Promotor;FAIXA 1;46;2;2;Solteiro(a);Médio Completo;17;Improcedente;0;Promotor;2
2188;RS;2023-2S;Promotor;FAIXA 1;40;0;0;Casado(a);Médio Completo;17;AMBOS TIPOS;3;Detrator;0
2189;RS;2023-2S;Detrator;FAIXA 1;25;1;1;Solteiro(a);Médio Completo;17;Improcedente;0;Promotor;2
2190;RS;2023-2S;Promotor;FAIXA 1;25;0;0;Solteiro(a);Superior Incompleto;17;Improcedente;1;Detrator;0
2191;RS;2023-2S;Promotor;FAIXA 1;50;1;1;Divorciado(a);Médio Completo;17;Procedente;2;Promotor;2
2192;RS;2023-2S;Promotor;FAIXA 1;36;0;0;Solteiro(a);Médio Completo;17;Procedente;2;Detrator;0
2193;RS;2023-2S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;17;Não Solicitou;0;Promotor;2
2194;RS;2023-2S;Promotor;FAIXA 1;26;1;1;Solteiro(a);Médio Completo;17;Procedente;6;Promotor;2
2195;RS;2023-2S;Neutro;FAIXA 1;31;1;1;Solteiro(a);Médio Completo;17;Procedente;1;Detrator;0
2196;RS;2023-2S;Neutro;FAIXA 1;39;1;1;Solteiro(a);Médio Completo;17;Procedente;4;Neutro;1
2197;RS;2023-2S;Detrator;FAIXA 1;39;1;1;Solteiro(a);Médio Completo;17;Procedente;10;Neutro;1
2198;RS;2023-2S;Promotor;FAIXA 1;37;1;1;Solteiro(a);Médio Completo;17;AMBOS TIPOS;3;Detrator;0
2199;SP;2023-1S;Neutro;FAIXA 4;57;0;0;Casado(a);Superior Completo;26;Não Solicitou;0;Detrator;0
2200;SP;2023-1S;Promotor;FAIXA 3;40;0;0;Solteiro(a);Superior Completo;26;Procedente;2;Promotor;2
2201;SP;2023-1S;Neutro;FAIXA 3;35;0;0;Solteiro(a);Médio Completo;26;Não Solicitou;0;Detrator;0
2202;SP;2023-1S;Promotor;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;26;Não Solicitou;0;Detrator;0
2203;SP;2023-1S;Promotor;FAIXA 1;40;0;0;Solteiro(a);Superior Completo;26;Procedente;3;Detrator;0
2204;SP;2023-1S;Neutro;FAIXA 1;20;0;0;Solteiro(a);Médio Completo;26;Não Solicitou;0;Detrator;0
2205;SP;2023-1S;Promotor;FAIXA 2;30;0;0;Solteiro(a);Médio Completo;26;Não Solicitou;0;Neutro;1
2206;SP;2023-1S;Neutro;FAIXA 3;25;0;0;Solteiro(a);Superior Completo;26;Procedente;1;Detrator;0
2207;SP;2023-1S;Promotor;FAIXA 3;53;0;0;Solteiro(a);Superior Completo;26;AMBOS TIPOS;4;Promotor;2
2208;SP;2023-1S;Neutro;FAIXA 2;21;0;0;Solteiro(a);Médio Completo;26;Procedente;1;Detrator;0
2209;SP;2023-1S;Promotor;FAIXA 3;42;0;0;Solteiro(a);Superior Completo;26;Improcedente;0;Promotor;2
2210;SP;2023-1S;Promotor;FAIXA 2;25;0;0;Solteiro(a);Superior Completo;26;Não Solicitou;0;Detrator;0
2211;SP;2023-1S;Promotor;FAIXA 2;55;2;2;Solteiro(a);Médio Completo;26;AMBOS TIPOS;2;Promotor;2
2212;RS;2023-2S;Promotor;FAIXA 1;23;0;0;Solteiro(a);Médio Completo;17;Não Solicitou;2;Neutro;1
2213;SP;2023-1S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;26;Não Solicitou;0;Detrator;0
2214;RS;2023-2S;Promotor;FAIXA 1;22;0;0;Solteiro(a);Médio Completo;17;Não Solicitou;2;Detrator;0
2215;RS;2023-2S;Promotor;FAIXA 1;38;0;0;Solteiro(a);Médio Completo;17;Procedente;2;Detrator;0
2216;RS;2023-2S;Detrator;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;17;Procedente;8;Detrator;0
2217;RS;2023-2S;Neutro;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;17;Improcedente;1;Promotor;2
2218;RS;2023-2S;Detrator;FAIXA 2;26;0;0;Solteiro(a);Médio Completo;17;Não Solicitou;0;Neutro;1
2219;SP;2022-1S;Promotor;FAIXA 1;50;0;0;Solteiro(a);Médio Completo;36;Improcedente;0;Promotor;2
2220;SP;2023-1S;Detrator;FAIXA 1;41;1;1;Solteiro(a);Médio Completo;26;Procedente;1;Detrator;0
2221;SP;2023-1S;Neutro;FAIXA 2;27;0;0;Solteiro(a);Superior Completo;26;Não Solicitou;0;Detrator;0
2222;SP;2023-1S;Promotor;FAIXA 2;40;0;0;Divorciado(a);Superior Completo;26;Não Solicitou;0;Neutro;1
2223;SP;2022-1S;Neutro;FAIXA 1;41;1;1;Solteiro(a);Médio Completo;36;Não Solicitou;0;Detrator;0
2224;CE;2023-1S;Neutro;FAIXA 2;35;0;0;Solteiro(a);Médio Completo;24;Procedente;2;Promotor;2
2225;CE;2023-2S;Promotor;FAIXA 1;23;0;0;Solteiro(a);Médio Completo;20;Procedente;5;Detrator;0
2226;SP;2022-1S;Promotor;FAIXA 1;42;1;1;Casado(a);Médio Completo;36;Não Solicitou;0;Promotor;2
2227;BA;2022-2S;Detrator;FAIXA 4;40;1;1;Casado(a);Médio Completo;28;Procedente;3;Detrator;0
2228;SP;2023-1S;Promotor;FAIXA 1;41;1;1;Casado(a);Superior Completo;26;Não Solicitou;0;Promotor;2
2229;CE;2023-2S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;20;Não Solicitou;0;Neutro;1
2230;RS;2023-2S;Promotor;FAIXA 2;27;2;2;Solteiro(a);Fundamental Completo;21;Não Solicitou;0;Promotor;2
2231;GO;2023-2S;Promotor;FAIXA 2;32;0;0;Solteiro(a);Médio Completo;21;Procedente;1;Promotor;2
2232;GO;2023-2S;Promotor;FAIXA 1;37;1;1;Divorciado(a);Médio Completo;21;Procedente;3;Neutro;1
2233;GO;2023-2S;Neutro;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;21;Não Solicitou;0;Detrator;0
2234;GO;2023-2S;Detrator;FAIXA 1;51;1;1;Solteiro(a);Médio Incompleto;21;Procedente;2;Detrator;0
2235;GO;2023-2S;Promotor;FAIXA 1;49;1;1;Solteiro(a);Médio Completo;21;Procedente;2;Promotor;2
2236;GO;2023-2S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;21;Não Solicitou;0;Detrator;0
2237;GO;2023-2S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Fundamental Completo;21;Procedente;5;Detrator;0
2238;GO;2023-2S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;21;Não Solicitou;0;Detrator;0
2239;GO;2023-2S;Promotor;FAIXA 1;39;2;2;Solteiro(a);Médio Completo;21;Procedente;4;Promotor;2
2240;GO;2023-2S;Promotor;FAIXA 1;22;1;1;Solteiro(a);Superior Completo;21;Procedente;2;Detrator;0
2241;GO;2023-2S;Promotor;FAIXA 1;36;2;2;Solteiro(a);Médio Completo;21;Procedente;1;Neutro;1
2242;GO;2023-2S;Neutro;FAIXA 1;24;0;0;Casado(a);Médio Completo;21;Não Solicitou;0;Neutro;1
2243;GO;2023-2S;Promotor;FAIXA 1;33;0;0;Solteiro(a);Médio Completo;21;Procedente;2;Promotor;2
2244;GO;2023-2S;Promotor;FAIXA 2;40;1;1;Casado(a);Superior Incompleto;21;Procedente;1;Promotor;2
2245;GO;2023-2S;Promotor;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;21;Não Solicitou;1;Promotor;2
2246;GO;2023-2S;Promotor;FAIXA 1;41;2;2;Solteiro(a);Médio Completo;21;Não Solicitou;0;Promotor;2
2247;GO;2023-2S;Promotor;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;21;Procedente;4;Promotor;2
2248;GO;2023-2S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;21;Procedente;2;Detrator;0
2249;GO;2023-2S;Promotor;FAIXA 1;42;0;0;Divorciado(a);Médio Completo;21;Não Solicitou;0;Detrator;0
2250;GO;2023-2S;Promotor;FAIXA 1;39;2;2;Casado(a);Médio Completo;21;Não Solicitou;0;Promotor;2
2251;GO;2023-2S;Promotor;FAIXA 1;34;1;1;Solteiro(a);Superior Completo;21;Não Solicitou;0;Detrator;0
2252;GO;2023-2S;Detrator;FAIXA 1;30;1;1;Solteiro(a);Superior Completo;21;Procedente;4;Promotor;2
2253;GO;2023-2S;Promotor;FAIXA 1;35;1;1;Solteiro(a);Médio Completo;21;Procedente;3;Promotor;2
2254;GO;2023-2S;Neutro;FAIXA 1;30;0;0;Solteiro(a);Superior Incompleto;21;Procedente;1;Neutro;1
2255;GO;2023-2S;Promotor;FAIXA 1;44;2;2;Casado(a);Médio Completo;21;Procedente;4;Promotor;2
2256;GO;2023-2S;Promotor;FAIXA 1;30;2;2;Solteiro(a);Médio Completo;21;Não Solicitou;0;Promotor;2
2257;GO;2023-2S;Promotor;FAIXA 1;22;0;0;Solteiro(a);Médio Completo;21;Procedente;2;Promotor;2
2258;RS;2023-2S;Neutro;FAIXA 1;46;0;0;Solteiro(a);Médio Completo;17;Procedente;1;Neutro;1
2259;RJ;2023-2S;Neutro;FAIXA 1;24;1;1;Casado(a);Médio Completo;14;Não Solicitou;1;Promotor;2
2260;RJ;2023-2S;Promotor;FAIXA 1;42;2;2;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2261;RJ;2023-2S;Promotor;FAIXA 1;41;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2262;RJ;2023-2S;Promotor;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Neutro;1
2263;BA;2023-1S;Promotor;FAIXA 1;46;1;1;Solteiro(a);Médio Completo;23;Procedente;1;Promotor;2
2264;BA;2023-2S;Detrator;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;15;Procedente;1;Detrator;0
2265;BA;2023-2S;Promotor;FAIXA 1;27;1;1;Solteiro(a);Médio Completo;15;Não Solicitou;0;Promotor;2
2266;RJ;2023-2S;Promotor;FAIXA 1;25;1;1;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2267;RJ;2023-2S;Promotor;FAIXA 2;43;2;2;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2268;RJ;2023-2S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;1;Promotor;2
2269;RJ;2023-2S;Promotor;FAIXA 2;37;1;1;Solteiro(a);Superior Completo;14;Não Solicitou;0;Detrator;0
2270;RJ;2023-2S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;14;Não Solicitou;0;Neutro;1
2271;RJ;2023-2S;Promotor;FAIXA 1;22;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Detrator;0
2272;RJ;2023-2S;Promotor;FAIXA 1;42;1;1;Divorciado(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2273;RJ;2023-2S;Promotor;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2274;RJ;2023-2S;Promotor;FAIXA 1;19;0;0;Solteiro(a);Superior Incompleto;14;Procedente;3;Promotor;2
2275;RJ;2023-2S;Detrator;FAIXA 1;44;1;1;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2276;RJ;2023-2S;Promotor;FAIXA 1;26;1;1;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2277;RJ;2023-2S;Neutro;FAIXA 1;38;0;0;Solteiro(a);Médio Completo;14;Procedente;6;Detrator;0
2278;RJ;2023-2S;Neutro;FAIXA 1;40;0;0;Solteiro(a);Superior Completo;14;Procedente;3;Promotor;2
2279;RJ;2023-2S;Promotor;FAIXA 1;24;0;0;Solteiro(a);Médio Completo;14;Procedente;1;Neutro;1
2280;RJ;2023-2S;Promotor;FAIXA 1;27;1;1;Casado(a);Médio Completo;14;Procedente;4;Detrator;0
2281;RJ;2023-2S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;14;Procedente;3;Detrator;0
2282;RJ;2023-2S;Promotor;FAIXA 1;36;1;1;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2283;RJ;2023-2S;Promotor;FAIXA 1;30;1;1;Casado(a);Médio Completo;14;Não Solicitou;1;Neutro;1
2284;RJ;2023-2S;Promotor;FAIXA 1;51;0;0;Solteiro(a);Superior Completo;14;Procedente;1;Neutro;1
2285;RJ;2023-2S;Promotor;FAIXA 1;49;1;1;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2286;RJ;2023-2S;Neutro;FAIXA 1;26;1;1;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2287;RJ;2023-2S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Detrator;0
2288;RJ;2023-2S;Promotor;FAIXA 1;21;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2289;RJ;2023-2S;Promotor;FAIXA 1;29;0;0;Divorciado(a);Superior Completo;14;Não Solicitou;0;Promotor;2
2290;RJ;2023-2S;Promotor;FAIXA 1;20;0;0;Solteiro(a);Médio Completo;14;Procedente;5;Promotor;2
2291;RJ;2023-2S;Promotor;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Neutro;1
2292;RJ;2023-2S;Neutro;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Detrator;0
2293;RJ;2023-2S;Promotor;FAIXA 1;47;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2294;RJ;2023-2S;Neutro;FAIXA 1;42;0;0;Solteiro(a);Médio Completo;14;Procedente;2;Promotor;2
2295;RJ;2023-2S;Promotor;FAIXA 2;22;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2296;RJ;2023-2S;Promotor;FAIXA 1;45;1;1;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2297;RJ;2023-2S;Promotor;FAIXA 1;25;1;1;Solteiro(a);Médio Completo;14;Procedente;4;Promotor;2
2298;RJ;2023-2S;Promotor;FAIXA 1;49;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Promotor;2
2299;CPS;2022-1S;Promotor;FAIXA 1;26;1;1;Solteiro(a);Médio Completo;32;Não Solicitou;0;Neutro;1
2300;BA;2022-1S;Promotor;FAIXA 1;38;0;0;Solteiro(a);Médio Completo;28;Procedente;3;Promotor;2
2301;CPS;2022-1S;Promotor;FAIXA 1;24;0;0;Solteiro(a);Médio Completo;32;Não Solicitou;0;Neutro;1
2302;CE;2023-1S;Neutro;FAIXA 1;34;0;0;Solteiro(a);Médio Completo;24;Procedente;5;Detrator;0
2303;RJ;2023-1S;Promotor;FAIXA 2;51;1;1;Viúvo(a);Superior Completo;25;Procedente;1;Promotor;2
2304;RJ;2023-2S;Promotor;FAIXA 2;32;0;0;Solteiro(a);Médio Completo;14;Não Solicitou;0;Neutro;1
2305;GO;2023-2S;Promotor;FAIXA 1;31;1;1;Solteiro(a);Médio Completo;16;Procedente;4;Promotor;2
2306;BA;2023-2S;Detrator;FAIXA 1;33;1;1;Solteiro(a);Médio Completo;15;Procedente;1;Detrator;0
2307;GO;2023-2S;Detrator;FAIXA 1;34;0;0;Solteiro(a);Médio Completo;16;Procedente;3;Detrator;0
2308;RJ;2023-1S;Neutro;FAIXA 1;40;0;0;Solteiro(a);Médio Completo;25;Procedente;2;Detrator;0
2309;BA;2023-2S;Detrator;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;15;Não Solicitou;0;Detrator;0
2310;BA;2023-2S;Detrator;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;15;Não Solicitou;0;Detrator;0
2311;BA;2023-2S;Promotor;FAIXA 1;33;0;0;Solteiro(a);Médio Completo;15;Não Solicitou;0;Neutro;1
2312;GO;2023-2S;Promotor;FAIXA 1;43;1;1;Solteiro(a);Médio Completo;16;Não Solicitou;0;Detrator;0
2313;BA;2023-2S;Neutro;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;15;Não Solicitou;0;Detrator;0
2314;BA;2023-2S;Promotor;FAIXA 1;49;1;1;Solteiro(a);Médio Completo;15;Procedente;4;Promotor;2
2315;GO;2023-2S;Promotor;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;16;Procedente;2;Detrator;0
2316;RJ;2023-1S;Detrator;FAIXA 2;39;1;1;Solteiro(a);Superior Completo;25;Procedente;1;Neutro;1
2317;RJ;2023-1S;Detrator;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;25;Não Solicitou;0;Promotor;2
2318;RJ;2023-1S;Promotor;FAIXA 1;23;0;0;Solteiro(a);Médio Completo;25;Não Solicitou;0;Promotor;2
2319;RJ;2023-1S;Promotor;FAIXA 2;40;0;0;Solteiro(a);Médio Completo;25;Procedente;2;Promotor;2
2320;BA;2023-2S;Promotor;FAIXA 1;46;1;1;Solteiro(a);Médio Completo;15;Procedente;11;Promotor;2
2321;GO;2023-2S;Promotor;FAIXA 2;23;0;0;Solteiro(a);Médio Completo;16;Não Solicitou;0;Detrator;0
2322;BA;2023-2S;Promotor;FAIXA 2;51;0;0;Casado(a);Médio Completo;15;Procedente;2;Promotor;2
