numero_cliente;regional;safra_inicio_obras;nps_vistoria;faixa_renda;idade;filhos;sexo;estado_civil;escolaridade;meses_para_entrega;status_assistencia;acionamentos_assistencia;nps_6m;nps_6m_target
205;SP;2020-2S;Neutro;FAIXA 1;45;0;0;Casado(a);Fundamental Completo;35;Improcedente;0;Detrator;0
206;SP;2020-2S;Detrator;FAIXA 1;40;0;0;Solteiro(a);Superior Incompleto;35;AMBOS TIPOS;3;Detrator;0
207;SP;2020-2S;Promotor;FAIXA 1;49;0;0;Divorciado(a);Médio Completo;35;Não Solicitou;0;Neutro;1
208;SP;2020-2S;Detrator;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;35;Não Solicitou;1;Detrator;0
209;SP;2020-2S;Promotor;FAIXA 1;33;0;0;Casado(a);Superior Completo;35;Procedente;1;Detrator;0
210;SP;2020-2S;Neutro;FAIXA 1;54;1;1;Solteiro(a);Médio Completo;35;Procedente;22;Neutro;1
211;SP;2020-2S;Detrator;FAIXA 1;50;1;1;Solteiro(a);Médio Completo;35;AMBOS TIPOS;7;Detrator;0
212;SP;2020-2S;Promotor;FAIXA 1;60;0;0;Divorciado(a);Médio Completo;35;AMBOS TIPOS;3;Neutro;1
213;SP;2020-2S;Neutro;FAIXA 1;43;0;0;Solteiro(a);Médio Completo;35;Procedente;13;Detrator;0
214;SP;2020-2S;Detrator;FAIXA 2;46;1;1;Solteiro(a);Superior Completo;35;Não Solicitou;0;Detrator;0
215;SP;2020-1S;Detrator;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;39;Não Solicitou;6;Detrator;0
216;SP;2020-1S;Promotor;FAIXA 1;37;1;1;Solteiro(a);Médio Completo;39;AMBOS TIPOS;3;Detrator;0
217;RJ;2021-1S;Promotor;FAIXA 1;37;1;1;Solteiro(a);Médio Completo;20;AMBOS TIPOS;1;Detrator;0
218;SP;2020-1S;Promotor;FAIXA 1;35;2;2;Solteiro(a);Médio Completo;39;Procedente;5;Detrator;0
219;CE;2022-1S;Promotor;FAIXA 1;51;0;0;Solteiro(a);Médio Completo;19;Não Solicitou;0;Neutro;1
220;SP;2020-1S;Promotor;FAIXA 1;48;0;0;Solteiro(a);Superior Completo;39;AMBOS TIPOS;11;Detrator;0
221;SP;2020-1S;Detrator;FAIXA 1;25;1;1;Solteiro(a);Superior Incompleto;39;Não Solicitou;0;Detrator;0
222;PE;2022-1S;Promotor;FAIXA 1;23;0;0;Solteiro(a);Médio Completo;21;Não Solicitou;0;Promotor;2
223;SP;2020-1S;Neutro;FAIXA 1;29;0;0;Casado(a);Médio Completo;39;AMBOS TIPOS;1;Detrator;0
224;SP;2020-1S;Promotor;FAIXA 3;22;0;0;Solteiro(a);Médio Completo;39;AMBOS TIPOS;3;Detrator;0
225;SP;2020-1S;Promotor;FAIXA 1;44;1;1;Casado(a);Médio Completo;39;AMBOS TIPOS;6;Detrator;0
226;SP;2020-1S;Promotor;FAIXA 1;34;1;1;Solteiro(a);Médio Incompleto;39;Improcedente;1;Detrator;0
227;SP;2020-1S;Detrator;FAIXA 1;45;30;30;Solteiro(a);Médio Completo;39;Improcedente;0;Detrator;0
228;SP;2020-1S;Detrator;FAIXA 1;29;1;1;Solteiro(a);Superior Incompleto;39;AMBOS TIPOS;7;Detrator;0
229;SP;2020-1S;Detrator;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;39;AMBOS TIPOS;5;Detrator;0
230;SP;2020-1S;Promotor;FAIXA 1;35;1;1;Solteiro(a);Médio Completo;39;Não Solicitou;2;Detrator;0
231;SP;2020-1S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;39;Improcedente;0;Detrator;0
232;SP;2020-1S;Detrator;FAIXA 1;30;0;0;Solteiro(a);Superior Completo;39;AMBOS TIPOS;13;Detrator;0
233;SP;2020-1S;Neutro;FAIXA 1;42;0;0;Solteiro(a);Superior Incompleto;39;Não Solicitou;2;Detrator;0
234;SP;2020-1S;Neutro;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;39;Procedente;3;Detrator;0
235;SP;2020-1S;Promotor;FAIXA 2;46;1;1;Solteiro(a);Médio Completo;39;AMBOS TIPOS;4;Detrator;0
236;SP;2020-1S;Promotor;FAIXA 1;43;2;2;Solteiro(a);Médio Completo;39;Não Solicitou;3;Detrator;0
237;SP;2020-1S;Promotor;FAIXA 1;38;0;0;Solteiro(a);Médio Completo;39;Improcedente;1;Promotor;2
238;SP;2020-1S;Detrator;FAIXA 1;41;1;1;Solteiro(a);Médio Completo;39;AMBOS TIPOS;7;Detrator;0
239;SP;2020-1S;Detrator;FAIXA 1;33;1;1;Divorciado(a);Superior Completo;39;Procedente;1;Detrator;0
240;SP;2020-1S;Promotor;FAIXA 1;41;2;2;Solteiro(a);Médio Completo;39;Não Solicitou;6;Detrator;0
241;SP;2020-1S;Detrator;FAIXA 1;30;0;0;Solteiro(a);Superior Incompleto;39;AMBOS TIPOS;10;Detrator;0
242;SP;2020-1S;Promotor;FAIXA 2;64;0;0;Divorciado(a);Médio Completo;39;Improcedente;1;Detrator;0
243;SP;2020-1S;Promotor;FAIXA 2;37;1;1;Solteiro(a);Superior Incompleto;39;Procedente;3;Detrator;0
244;SP;2020-1S;Promotor;FAIXA 1;57;0;0;Solteiro(a);Médio Completo;39;AMBOS TIPOS;6;Detrator;0
245;SP;2020-1S;Detrator;FAIXA 1;36;1;1;Separado(a);Médio Completo;39;Improcedente;3;Detrator;0
246;SP;2020-1S;Promotor;FAIXA 1;52;1;1;Solteiro(a);Médio Completo;39;AMBOS TIPOS;1;Detrator;0
247;SP;2020-1S;Promotor;FAIXA 1;33;0;0;Solteiro(a);Médio Completo;39;AMBOS TIPOS;3;Detrator;0
248;SP;2020-1S;Detrator;FAIXA 1;36;0;0;Divorciado(a);Superior Completo;39;Improcedente;5;Detrator;0
249;SP;2020-1S;Promotor;FAIXA 1;42;2;2;Casado(a);Médio Completo;39;AMBOS TIPOS;3;Neutro;1
250;SP;2020-1S;Promotor;FAIXA 1;47;0;0;Solteiro(a);Médio Completo;39;Não Solicitou;5;Neutro;1
251;SP;2020-1S;Detrator;FAIXA 1;39;0;0;Casado(a);Superior Completo;39;Não Solicitou;1;Detrator;0
252;SP;2020-1S;Detrator;FAIXA 2;44;0;0;Divorciado(a);Superior Completo;39;Não Solicitou;2;Detrator;0
253;SP;2020-1S;Promotor;FAIXA 1;36;1;1;Solteiro(a);Médio Completo;39;Não Solicitou;2;Detrator;0
254;SP;2020-1S;Neutro;FAIXA 1;38;1;1;Solteiro(a);Superior Incompleto;39;AMBOS TIPOS;1;Detrator;0
255;SP;2020-1S;Promotor;FAIXA 1;49;0;0;Divorciado(a);Superior Completo;39;AMBOS TIPOS;10;Detrator;0
256;SP;2020-1S;Promotor;FAIXA 1;34;2;2;Casado(a);Médio Completo;39;Improcedente;4;Detrator;0
257;SP;2020-1S;Promotor;FAIXA 1;36;1;1;Casado(a);Médio Completo;39;Procedente;1;Detrator;0
258;SP;2020-1S;Detrator;FAIXA 2;34;0;0;Solteiro(a);Médio Completo;39;AMBOS TIPOS;5;Detrator;0
259;SP;2020-1S;Promotor;FAIXA 1;54;0;0;Solteiro(a);Médio Completo;39;Procedente;4;Detrator;0
260;SP;2020-1S;Detrator;FAIXA 1;34;1;1;Solteiro(a);Médio Completo;39;AMBOS TIPOS;5;Detrator;0
261;SP;2020-1S;Detrator;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;39;AMBOS TIPOS;3;Detrator;0
262;SP;2020-1S;Promotor;FAIXA 2;42;1;1;Solteiro(a);Médio Completo;39;Não Solicitou;0;Promotor;2
263;SP;2020-2S;Promotor;FAIXA 2;49;1;1;Solteiro(a);Médio Completo;35;Procedente;1;Neutro;1
264;SP;2020-1S;Neutro;FAIXA 1;56;0;0;Solteiro(a);Médio Completo;39;AMBOS TIPOS;1;Detrator;0
265;SP;2020-1S;Promotor;FAIXA 1;38;0;0;Solteiro(a);Médio Incompleto;39;Procedente;1;Detrator;0
266;SP;2020-1S;Detrator;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;39;Improcedente;1;Detrator;0
267;SP;2020-1S;Promotor;FAIXA 1;44;1;1;Solteiro(a);Médio Completo;39;Procedente;2;Detrator;0
268;SP;2020-1S;Neutro;FAIXA 2;56;2;2;Solteiro(a);Superior Completo;39;AMBOS TIPOS;3;Promotor;2
269;SP;2020-1S;Promotor;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;39;Não Solicitou;0;Detrator;0
270;SP;2020-1S;Neutro;FAIXA 1;45;1;1;Solteiro(a);Médio Completo;39;AMBOS TIPOS;12;Detrator;0
271;SP;2020-1S;Promotor;FAIXA 2;40;0;0;Solteiro(a);Médio Completo;39;AMBOS TIPOS;1;Detrator;0
272;SP;2020-1S;Neutro;FAIXA 1;34;1;1;Solteiro(a);Médio Completo;39;Improcedente;0;Detrator;0
273;SP;2020-1S;Neutro;FAIXA 1;33;1;1;Solteiro(a);Médio Completo;39;Procedente;2;Detrator;0
274;SP;2020-2S;Promotor;FAIXA 1;44;1;1;Solteiro(a);Superior Completo;35;Não Solicitou;1;Promotor;2
275;SP;2020-1S;Promotor;FAIXA 1;44;0;0;Viúvo(a);Médio Completo;39;Não Solicitou;0;Detrator;0
276;SP;2020-1S;Promotor;FAIXA 1;38;0;0;Solteiro(a);Superior Completo;39;AMBOS TIPOS;3;Detrator;0
277;SP;2020-1S;Promotor;FAIXA 2;46;1;1;Solteiro(a);Médio Completo;39;AMBOS TIPOS;1;Detrator;0
278;SP;2020-1S;Detrator;FAIXA 1;23;1;1;Solteiro(a);Superior Incompleto;39;Não Solicitou;1;Detrator;0
279;SP;2020-1S;Promotor;FAIXA 1;40;1;1;Solteiro(a);Superior Completo;39;AMBOS TIPOS;2;Detrator;0
280;SP;2020-1S;Neutro;FAIXA 1;41;0;0;Solteiro(a);Médio Completo;39;Não Solicitou;0;Detrator;0
281;SP;2020-1S;Promotor;FAIXA 1;0;1;1;Casado(a);Médio Completo;39;AMBOS TIPOS;3;Promotor;2
282;SP;2020-1S;Neutro;FAIXA 2;32;1;1;Solteiro(a);Superior Completo;39;Não Solicitou;4;Promotor;2
283;SP;2020-1S;Detrator;FAIXA 1;46;1;1;Solteiro(a);Médio Completo;39;Não Solicitou;4;Detrator;0
284;SP;2020-1S;Promotor;FAIXA 1;35;0;0;Solteiro(a);Superior Completo;39;Não Solicitou;0;Neutro;1
285;SP;2020-1S;Promotor;FAIXA 1;36;0;0;Solteiro(a);Médio Completo;39;Procedente;4;Promotor;2
286;SP;2020-1S;Detrator;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;39;Procedente;2;Detrator;0
287;RS;2022-1S;Promotor;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;17;AMBOS TIPOS;2;Promotor;2
288;SP;2020-1S;Neutro;FAIXA 3;51;0;0;Solteiro(a);Médio Completo;39;Não Solicitou;0;Detrator;0
289;SP;2020-1S;Detrator;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;39;AMBOS TIPOS;8;Detrator;0
290;SP;2020-1S;Promotor;FAIXA 2;56;0;0;Solteiro(a);Médio Completo;39;Não Solicitou;0;Detrator;0
291;SP;2020-2S;Promotor;FAIXA 1;24;0;0;Solteiro(a);Superior Incompleto;35;Não Solicitou;0;Promotor;2
292;SP;2020-1S;Promotor;FAIXA 1;37;2;2;Solteiro(a);Médio Completo;39;Não Solicitou;0;Neutro;1
293;SP;2020-1S;Detrator;FAIXA 1;48;0;0;Solteiro(a);Superior Incompleto;39;Não Solicitou;4;Neutro;1
294;SP;2020-1S;Promotor;FAIXA 1;55;0;0;Solteiro(a);Superior Completo;39;AMBOS TIPOS;2;Detrator;0
295;CE;2021-2S;Promotor;FAIXA 1;36;1;1;Divorciado(a);Médio Completo;23;Não Solicitou;2;Promotor;2
296;BA;2021-1S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;26;Procedente;4;Detrator;0
297;BA;2021-2S;Detrator;FAIXA 2;40;1;1;Casado(a);Médio Completo;27;Não Solicitou;0;Neutro;1
298;SP;2020-2S;Promotor;FAIXA 1;32;1;1;Solteiro(a);Médio Completo;35;AMBOS TIPOS;6;Promotor;2
299;BA;2021-2S;Detrator;FAIXA 1;48;1;1;Solteiro(a);Superior Completo;27;AMBOS TIPOS;4;Detrator;0
300;RS;2022-1S;Neutro;FAIXA 1;45;1;1;Viúvo(a);Médio Completo;17;Procedente;6;Detrator;0
301;RS;2022-1S;Neutro;FAIXA 1;24;0;0;Solteiro(a);Médio Completo;17;Procedente;11;Neutro;1
302;RS;2022-1S;Promotor;FAIXA 1;33;0;0;Solteiro(a);Fundamental Completo;17;Não Solicitou;3;Promotor;2
303;RS;2022-1S;Promotor;FAIXA 1;49;1;1;Solteiro(a);Médio Completo;17;Procedente;20;Detrator;0
304;RS;2022-1S;Detrator;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;17;AMBOS TIPOS;6;Detrator;0
305;RS;2022-1S;Promotor;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;17;AMBOS TIPOS;15;Detrator;0
306;RS;2022-1S;Neutro;FAIXA 1;43;1;1;Solteiro(a);Médio Completo;17;AMBOS TIPOS;3;Neutro;1
307;RS;2022-1S;Detrator;FAIXA 1;34;0;0;Solteiro(a);Médio Completo;17;AMBOS TIPOS;7;Detrator;0
308;RS;2022-1S;Promotor;FAIXA 1;39;1;1;Solteiro(a);Fundamental Completo;17;AMBOS TIPOS;9;Neutro;1
309;RS;2022-1S;Promotor;FAIXA 1;41;1;1;Solteiro(a);Médio Completo;17;Procedente;5;Neutro;1
310;RS;2022-1S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;17;Procedente;8;Neutro;1
311;RS;2022-1S;Promotor;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;17;AMBOS TIPOS;2;Detrator;0
312;BA;2021-2S;Promotor;FAIXA 1;48;1;1;Divorciado(a);Médio Completo;21;AMBOS TIPOS;2;Detrator;0
313;RJ;2022-1S;Promotor;FAIXA 2;47;0;0;Solteiro(a);Superior Completo;24;Procedente;2;Neutro;1
314;BA;2021-2S;Neutro;FAIXA 1;44;0;0;Solteiro(a);Superior Completo;24;Não Solicitou;0;Detrator;0
315;SP;2020-1S;Neutro;FAIXA 2;60;2;2;Divorciado(a);Médio Completo;39;AMBOS TIPOS;2;Detrator;0
316;CE;2021-2S;Detrator;FAIXA 2;55;1;1;Solteiro(a);Médio Completo;23;Não Solicitou;0;Promotor;2
317;SP;2020-1S;Promotor;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;39;Não Solicitou;0;Detrator;0
318;RJ;2022-1S;Promotor;FAIXA 1;49;1;1;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
319;SP;2020-2S;Promotor;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;35;Não Solicitou;9;Promotor;2
320;PE;2022-1S;Promotor;FAIXA 1;36;0;0;Solteiro(a);Médio Completo;21;Não Solicitou;1;Promotor;2
321;BA;2022-1S;Neutro;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;18;AMBOS TIPOS;1;Detrator;0
322;SP;2020-1S;Promotor;FAIXA 1;45;1;1;Casado(a);Médio Completo;39;Procedente;0;Detrator;0
323;SP;2021-1S;Promotor;FAIXA 1;56;0;0;Casado(a);Médio Completo;31;Procedente;5;Detrator;0
324;SP;2021-1S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Superior Incompleto;31;AMBOS TIPOS;1;Detrator;0
325;SP;2021-1S;Promotor;FAIXA 1;55;3;3;Solteiro(a);Médio Incompleto;31;Improcedente;0;Detrator;0
326;SP;2021-1S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;31;Improcedente;0;Neutro;1
327;SP;2021-1S;Promotor;FAIXA 1;62;0;0;Casado(a);Médio Completo;31;AMBOS TIPOS;0;Promotor;2
328;SP;2021-1S;Promotor;FAIXA 1;32;1;1;Solteiro(a);Superior Incompleto;31;AMBOS TIPOS;4;Promotor;2
329;RS;2022-1S;Promotor;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;17;Procedente;6;Detrator;0
330;SP;2021-1S;Promotor;FAIXA 2;24;1;1;Solteiro(a);Superior Completo;31;Procedente;6;Detrator;0
331;SP;2021-1S;Promotor;FAIXA 1;45;1;1;Solteiro(a);Médio Completo;31;Não Solicitou;3;Promotor;2
332;SP;2021-1S;Promotor;FAIXA 1;47;0;0;Solteiro(a);Médio Completo;31;Improcedente;0;Detrator;0
333;SP;2021-1S;Promotor;FAIXA 1;44;1;1;Solteiro(a);Médio Completo;31;Procedente;2;Detrator;0
334;RS;2022-1S;Detrator;FAIXA 2;36;0;0;Solteiro(a);Médio Completo;17;AMBOS TIPOS;6;Detrator;0
335;RS;2022-1S;Promotor;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;17;Procedente;3;Detrator;0
336;SP;2021-1S;Promotor;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;31;Improcedente;0;Detrator;0
337;SP;2021-1S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;31;Procedente;1;Detrator;0
338;SP;2021-1S;Promotor;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;31;AMBOS TIPOS;3;Detrator;0
339;SP;2021-1S;Promotor;FAIXA 2;53;0;0;Solteiro(a);Superior Completo;31;Não Solicitou;1;Promotor;2
340;SP;2021-1S;Promotor;FAIXA 3;31;1;1;Solteiro(a);Superior Completo;31;Procedente;3;Detrator;0
341;SP;2021-1S;Promotor;FAIXA 1;36;0;0;Casado(a);Médio Completo;31;Improcedente;2;Detrator;0
342;SP;2021-1S;Detrator;FAIXA 2;45;1;1;Divorciado(a);Superior Incompleto;31;AMBOS TIPOS;4;Detrator;0
343;SP;2021-1S;Neutro;FAIXA 1;46;0;0;Solteiro(a);Superior Completo;31;Procedente;9;Detrator;0
344;SP;2021-1S;Promotor;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;31;AMBOS TIPOS;8;Detrator;0
345;SP;2021-1S;Promotor;FAIXA 1;35;1;1;Solteiro(a);Médio Completo;31;Não Solicitou;0;Detrator;0
346;SP;2021-1S;Neutro;FAIXA 2;48;0;0;Solteiro(a);Superior Incompleto;31;AMBOS TIPOS;3;Detrator;0
347;SP;2021-1S;Promotor;FAIXA 1;56;0;0;Solteiro(a);Superior Completo;31;Não Solicitou;2;Neutro;1
348;SP;2021-1S;Promotor;FAIXA 1;54;0;0;Solteiro(a);Médio Completo;31;AMBOS TIPOS;5;Detrator;0
349;SP;2021-1S;Promotor;FAIXA 1;40;0;0;Solteiro(a);Médio Completo;31;Não Solicitou;0;Neutro;1
350;SP;2021-1S;Promotor;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;31;Não Solicitou;0;Promotor;2
351;SP;2021-1S;Promotor;FAIXA 1;53;0;0;Solteiro(a);Médio Completo;31;AMBOS TIPOS;5;Neutro;1
352;CE;2022-1S;Neutro;FAIXA 1;36;1;1;Divorciado(a);Médio Completo;19;Não Solicitou;0;Detrator;0
353;BA;2021-2S;Promotor;FAIXA 2;51;0;0;Solteiro(a);Superior Completo;22;Não Solicitou;1;Detrator;0
354;BA;2021-1S;Detrator;FAIXA 1;35;0;0;Solteiro(a);Superior Completo;26;Não Solicitou;0;Detrator;0
355;CE;2022-1S;Neutro;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;19;Não Solicitou;0;Detrator;0
356;SP;2021-1S;Promotor;FAIXA 1;34;0;0;Solteiro(a);Médio Completo;31;Procedente;1;Promotor;2
357;BA;2022-1S;Detrator;FAIXA 2;31;0;0;Solteiro(a);Superior Completo;17;AMBOS TIPOS;2;Detrator;0
358;BA;2022-1S;Neutro;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;17;Não Solicitou;0;Promotor;2
359;BA;2022-1S;Promotor;FAIXA 1;48;1;1;Solteiro(a);Médio Completo;20;Procedente;2;Promotor;2
360;BA;2022-1S;Neutro;FAIXA 2;44;0;0;Solteiro(a);Médio Completo;17;AMBOS TIPOS;5;Detrator;0
361;BA;2022-1S;Neutro;FAIXA 1;46;1;1;Divorciado(a);Médio Completo;17;Improcedente;0;Detrator;0
362;BA;2022-1S;Neutro;FAIXA 4;58;0;0;Solteiro(a);Médio Completo;17;Não Solicitou;0;Detrator;0
363;BA;2022-1S;Detrator;FAIXA 2;29;1;1;Solteiro(a);Fundamental Completo;17;Não Solicitou;0;Detrator;0
364;BA;2022-1S;Promotor;FAIXA 2;47;1;1;Casado(a);Médio Completo;17;Não Solicitou;0;Detrator;0
365;BA;2022-1S;Promotor;FAIXA 2;49;0;0;Casado(a);Médio Completo;17;Não Solicitou;0;Promotor;2
366;BA;2022-1S;Neutro;FAIXA 3;41;0;0;Solteiro(a);Médio Completo;17;Não Solicitou;0;Detrator;0
367;BA;2022-1S;Detrator;FAIXA 1;42;2;2;Solteiro(a);Superior Completo;17;AMBOS TIPOS;3;Detrator;0
368;BA;2022-1S;Neutro;FAIXA 2;51;1;1;Casado(a);Médio Completo;17;Não Solicitou;0;Neutro;1
369;BA;2022-1S;Promotor;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;17;Improcedente;3;Neutro;1
370;BA;2022-1S;Promotor;FAIXA 2;36;1;1;Solteiro(a);Superior Incompleto;17;Improcedente;0;Promotor;2
371;BA;2022-1S;Detrator;FAIXA 2;24;0;0;Solteiro(a);Superior Incompleto;17;Improcedente;0;Detrator;0
372;RJ;2022-1S;Neutro;FAIXA 1;27;1;1;Solteiro(a);Médio Completo;27;Improcedente;0;Promotor;2
373;BA;2022-1S;Promotor;FAIXA 1;51;0;0;Solteiro(a);Médio Completo;20;Não Solicitou;0;Promotor;2
374;BA;2022-1S;Neutro;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;20;AMBOS TIPOS;1;Neutro;1
375;BA;2022-1S;Neutro;FAIXA 2;61;0;0;Divorciado(a);Médio Completo;17;Procedente;1;Neutro;1
376;BA;2022-1S;Promotor;FAIXA 1;29;1;1;Solteiro(a);Médio Completo;20;Não Solicitou;0;Promotor;2
377;BA;2022-1S;Detrator;FAIXA 1;33;1;1;Solteiro(a);Médio Completo;20;Procedente;3;Promotor;2
378;BA;2022-1S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;20;Procedente;4;Detrator;0
379;BA;2022-1S;Detrator;FAIXA 1;34;0;0;Solteiro(a);Superior Completo;20;Procedente;5;Detrator;0
380;BA;2022-1S;Detrator;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;20;Não Solicitou;0;Detrator;0
381;BA;2022-1S;Detrator;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;20;Não Solicitou;1;Detrator;0
382;BA;2022-1S;Promotor;FAIXA 1;36;0;0;Solteiro(a);Médio Completo;20;Procedente;4;Neutro;1
383;BA;2022-1S;Promotor;FAIXA 1;38;0;0;Solteiro(a);Superior Completo;20;Não Solicitou;0;Promotor;2
384;BA;2022-1S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;20;AMBOS TIPOS;5;Promotor;2
385;BA;2022-1S;Neutro;FAIXA 1;43;0;0;Solteiro(a);Médio Completo;20;AMBOS TIPOS;1;Detrator;0
386;BA;2022-1S;Promotor;FAIXA 2;44;0;0;Solteiro(a);Médio Completo;20;Procedente;6;Neutro;1
387;BA;2022-1S;Promotor;FAIXA 1;34;0;0;Solteiro(a);Médio Completo;20;Procedente;6;Detrator;0
388;BA;2022-1S;Promotor;FAIXA 1;23;0;0;Solteiro(a);Médio Completo;20;Procedente;2;Promotor;2
389;BA;2022-1S;Neutro;FAIXA 1;46;1;1;Casado(a);Médio Completo;20;Não Solicitou;0;Neutro;1
390;BA;2022-1S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;20;Não Solicitou;0;Neutro;1
391;BA;2022-1S;Detrator;FAIXA 1;41;0;0;Solteiro(a);Médio Completo;20;Improcedente;5;Detrator;0
392;RJ;2020-2S;Detrator;FAIXA 2;45;0;0;Casado(a);Médio Completo;38;AMBOS TIPOS;3;Neutro;1
393;RJ;2020-2S;Neutro;FAIXA 2;53;0;0;Casado(a);Superior Completo;38;Procedente;1;Detrator;0
394;BA;2022-1S;Neutro;FAIXA 1;49;1;1;Solteiro(a);Médio Completo;20;Não Solicitou;0;Detrator;0
395;RJ;2020-2S;Detrator;FAIXA 2;51;1;1;Casado(a);Superior Completo;38;Improcedente;0;Detrator;0
396;BA;2022-1S;Detrator;FAIXA 1;28;1;1;Solteiro(a);Médio Completo;20;Procedente;4;Neutro;1
397;RJ;2020-2S;Promotor;FAIXA 2;45;0;0;Solteiro(a);Médio Incompleto;38;Não Solicitou;0;Neutro;1
398;BA;2022-1S;Detrator;FAIXA 1;38;1;1;Solteiro(a);Médio Completo;20;AMBOS TIPOS;6;Detrator;0
399;RJ;2020-2S;Promotor;FAIXA 2;30;1;1;Solteiro(a);Médio Completo;38;Improcedente;0;Detrator;0
400;BA;2022-1S;Promotor;FAIXA 2;36;0;0;Casado(a);Médio Completo;20;Procedente;4;Promotor;2
401;BA;2022-1S;Promotor;FAIXA 1;46;0;0;Solteiro(a);Superior Completo;17;Não Solicitou;1;Neutro;1
402;BA;2022-1S;Neutro;FAIXA 2;35;0;0;Solteiro(a);Superior Completo;17;Procedente;1;Detrator;0
403;RJ;2020-2S;Promotor;FAIXA 2;45;1;1;Solteiro(a);Superior Completo;38;AMBOS TIPOS;1;Neutro;1
404;RJ;2020-2S;Neutro;FAIXA 4;54;0;0;Divorciado(a);Médio Completo;38;Improcedente;0;Promotor;2
405;RJ;2020-2S;Promotor;FAIXA 3;46;2;2;Casado(a);Fundamental Completo;38;Não Solicitou;0;Promotor;2
406;RJ;2020-2S;Neutro;FAIXA 2;55;0;0;Solteiro(a);Superior Completo;38;AMBOS TIPOS;9;Detrator;0
407;RJ;2020-2S;Promotor;FAIXA 3;45;0;0;Casado(a);Médio Completo;38;Não Solicitou;0;Neutro;1
408;RJ;2020-2S;Promotor;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;38;Não Solicitou;#N/D;Promotor;2
409;RJ;2020-2S;Neutro;FAIXA 2;64;0;0;Solteiro(a);Superior Completo;38;AMBOS TIPOS;6;Neutro;1
410;RJ;2020-2S;Detrator;FAIXA 4;38;0;0;Casado(a);Superior Completo;38;Procedente;2;Detrator;0
411;RJ;2020-2S;Promotor;FAIXA 3;64;0;0;Solteiro(a);Superior Completo;38;Não Solicitou;0;Promotor;2
412;SP;2021-1S;Detrator;FAIXA 2;44;0;0;Solteiro(a);Superior Completo;31;AMBOS TIPOS;4;Detrator;0
413;RJ;2020-2S;Promotor;FAIXA 2;46;1;1;Solteiro(a);Superior Completo;38;AMBOS TIPOS;6;Promotor;2
414;RJ;2020-2S;Promotor;FAIXA 2;43;0;0;Divorciado(a);Médio Completo;38;AMBOS TIPOS;1;Promotor;2
415;RJ;2020-2S;Detrator;FAIXA 4;67;0;0;Solteiro(a);Superior Completo;38;Procedente;1;Neutro;1
416;RJ;2020-2S;Detrator;FAIXA 2;31;0;0;Solteiro(a);Superior Completo;38;AMBOS TIPOS;1;Detrator;0
417;RJ;2020-2S;Promotor;FAIXA 2;30;0;0;Solteiro(a);Médio Completo;38;Não Solicitou;0;Promotor;2
418;BA;2022-1S;Promotor;FAIXA 1;36;0;0;Solteiro(a);Superior Incompleto;17;Procedente;1;Neutro;1
419;RJ;2020-2S;Neutro;FAIXA 3;61;0;0;Solteiro(a);Superior Incompleto;38;Procedente;2;Detrator;0
420;RJ;2020-2S;Promotor;FAIXA 2;36;0;0;Solteiro(a);Superior Incompleto;38;Procedente;2;Promotor;2
